prompt_id,entropy,latency,tokens_used,correct,llm_answer,ground_truth,avg_au,avg_eu
prompt63,0.8083112423860858,1.219468593597412,9,no,688,1596,2.2662760416666665,0.06591796875
prompt64,0.7033141255624521,1.8940351009368896,13,no,33600.0,300,2.236328125,0.069091796875
prompt65,0.7218199595246559,1.2978923320770264,10,no,155.0,36,2.147705078125,0.067169189453125
prompt66,0.8526473888884548,1.0821001529693604,8,no,49,48,1.98193359375,0.063262939453125
prompt67,0.8007633877159193,1.0849595069885254,8,no,40,595,2.1552734375,0.06689453125
prompt68,0.8634575292406964,1.1807057857513428,9,no,10,36,2.1103515625,0.060150146484375
prompt69,0.7966471540306683,1.1876795291900635,9,no,20,60,2.2060546875,0.064697265625
prompt70,0.6714425756771364,1.4336106777191162,11,no,1850,7425,1.92724609375,0.06267547607421875
prompt71,0.5143091628239498,1.1908454895019531,9,no,40,60,1.3291015625,0.059112548828125
prompt72,0.7442994438041555,1.3101341724395752,10,no,115,221,1.8385416666666667,0.059743245442708336
prompt73,,1.306520938873291,10,buggy,None,255,,
prompt74,0.9237803842701586,1.238337516784668,8,no,20,88,2.21875,0.063079833984375
prompt75,0.6752920487375957,1.0967907905578613,8,no,8,60,1.763671875,0.060546875
prompt76,0.9275005515939124,1.2125532627105713,8,no,10,5,2.3056640625,0.068023681640625
prompt77,0.649317112881807,1.2963893413543701,10,no,320,100,1.6302083333333333,0.059224446614583336
prompt78,0.6359215277337581,1.1772756576538086,9,no,45.0,6,1.8990885416666667,0.06634521484375
prompt79,0.09222394341561062,1.1959857940673828,9,yes,70,70,1.0693359375,0.06109619140625
prompt80,0.837466915211859,1.0686109066009521,8,no,11,10,2.216796875,0.0661468505859375
prompt81,0.8795768146504589,1.089538335800171,8,no,42,17,2.4453125,0.06976318359375
prompt82,0.95731660728568,1.1746141910552979,9,no,164,623,1.7584635416666667,0.058024088541666664
prompt83,0.5503885575585906,1.1757354736328125,9,no,120,600,2.04052734375,0.063873291015625
prompt84,0.4939892063688615,1.0437297821044922,8,no,14,15,0.673095703125,0.0568084716796875
prompt85,0.8610236183714582,1.212864637374878,8,no,117,44,2.3216145833333335,0.06935628255208333
prompt86,0.7383854321227467,0.9134674072265625,6,no,9,22,2.263671875,0.072998046875
prompt87,0.7671812180196093,1.4879560470581055,11,no,7368.0,9360,2.20234375,0.06767578125
prompt88,0.4039344833953704,1.4058480262756348,11,no,22000,8000,1.9283854166666667,0.06352742513020833
prompt89,0.8428924938164541,0.95668625831604,7,no,16,24,2.2626953125,0.0679168701171875
prompt90,0.8201485458166327,1.3523788452148438,9,no,10,225,2.0419921875,0.0604400634765625
prompt91,0.7709318554078749,1.056786298751831,8,no,13,28,1.96337890625,0.062225341796875
prompt92,0.8625308619350218,1.07417893409729,8,no,13,4,2.1083984375,0.062957763671875
prompt93,0.762315511364554,1.6316249370574951,11,no,402.0,36,1.8603515625,0.061859130859375
prompt94,0.7077317639836705,6.143336534500122,49,no,248.0,348,2.34814453125,0.069549560546875
prompt95,0.7541014276613776,1.0578784942626953,8,no,48,40,2.158203125,0.0665283203125
prompt96,0.7196352684185972,1.2863008975982666,10,no,666.0,3,1.753173828125,0.0654754638671875
prompt97,0.7625432446397806,1.086242914199829,8,yes,12,12,1.8388671875,0.0628662109375
prompt98,0.6931104814887453,1.3535006046295166,9,no,15,5,2.103515625,0.0665283203125
prompt99,0.5616869185172885,2.2524302005767822,16,no,18,58,4.3994140625,0.128662109375
prompt100,0.8189782477132459,1.4887940883636475,10,no,110,175,2.1653645833333335,0.062774658203125
prompt101,0.7597713589714039,4.6269690990448,34,no,198,6,1.5263671875,0.056955973307291664
prompt102,0.7369026418461803,0.969296932220459,7,no,9,26,2.16015625,0.0728759765625
prompt103,0.8552843518734486,1.2009201049804688,9,no,153,140,2.3209635416666665,0.06827799479166667
prompt104,0.5944059947978776,1.3031642436981201,10,no,300,500,1.7737630208333333,0.0615234375
prompt105,0.774722733192424,1.0807485580444336,8,no,10,20,1.90478515625,0.0624237060546875
prompt106,0.81697880074355,1.4152288436889648,11,no,30,72,2.1083984375,0.064056396484375
prompt107,0.8220365782341239,1.1037323474884033,7,no,1,3,1.9140625,0.06683349609375
prompt108,0.6981011603262091,1.1224119663238525,8,no,55,50,1.90380859375,0.064361572265625
prompt109,0.5049265292761285,1.2074732780456543,9,yes,28.0,28,1.4697265625,0.062479654947916664
prompt110,,1.3492343425750732,9,buggy,None,45,,
prompt111,0.8080552294638916,0.9754362106323242,7,no,77,16,2.4443359375,0.073638916015625
prompt112,0.4669847353636571,1.087580919265747,8,no,12,24,1.55615234375,0.067138671875
prompt113,0.6861210012568512,1.0532734394073486,8,no,30,25,1.9775390625,0.06878662109375
prompt114,0.8277501650589081,1.354471206665039,9,no,15,6,2.2177734375,0.065704345703125
prompt115,0.8015095441544364,1.4900922775268555,10,no,160,90,2.267578125,0.06290690104166667
prompt116,,6.253349542617798,50,buggy,None,42,,
prompt117,0.2489195011014197,1.2003962993621826,9,yes,360,360,1.908203125,0.069580078125
prompt118,0.6736281017391027,0.8601334095001221,6,yes,4,4,2.66015625,0.08203125
prompt119,0.40787662690895055,1.5578055381774902,11,no,48000,95200,2.1809895833333335,0.06711832682291667
prompt120,0.6055452557057155,1.8778278827667236,15,no,180,240,1.8157552083333333,0.06353759765625
prompt121,0.9200165358697394,1.0772056579589844,8,no,34,27,1.76513671875,0.0595855712890625
prompt122,0.9570621197290321,1.0811264514923096,8,no,34,48,1.92724609375,0.061279296875
prompt123,0.8561106299731809,1.2021565437316895,9,no,20,50,2.041015625,0.0615386962890625
prompt124,0.5870174811782065,1.0990593433380127,8,no,60,10,1.4208984375,0.06085205078125
prompt125,0.8415729627127184,1.3614475727081299,9,no,12,10,2.109375,0.0588226318359375
prompt126,0.5114828229461545,1.187361240386963,9,no,40,82,1.7041015625,0.0592193603515625
prompt127,0.23044874535418847,1.0738561153411865,8,no,70,120,1.068359375,0.06585693359375
prompt128,0.852592219828363,1.3539197444915771,9,no,110,880,2.236328125,0.06348673502604167
prompt129,0.6080169680191456,1.3345623016357422,10,no,12000,10000,2.025390625,0.07000732421875
prompt130,0.8728689107000466,1.0846593379974365,8,no,34,30,1.81787109375,0.060302734375
prompt131,0.229368815817549,1.0542550086975098,8,no,560,940,1.2138671875,0.060516357421875
prompt132,0.9095518061551844,1.08390212059021,8,no,24,60,1.5830078125,0.059539794921875
prompt133,0.7986098613941023,1.0645043849945068,8,no,5,13,2.26953125,0.06951904296875
prompt134,0.2860587777532772,1.1648409366607666,9,no,180,720,1.46435546875,0.0679931640625
prompt135,0.7230545965684891,1.067000150680542,8,no,17,40,1.83935546875,0.0626373291015625
prompt136,0.6640123925923965,0.94915771484375,7,no,7,6,2.158203125,0.072021484375
prompt137,0.66762772131718,3.0177457332611084,23,no,4050.0,29,1.54609375,0.05938720703125
prompt138,0.8297291100224987,1.091994047164917,8,no,25,105,2.2646484375,0.0670166015625
prompt139,0.8567736903510166,1.0675420761108398,8,no,65,70,2.158203125,0.0653076171875
prompt140,0.6701187818289255,1.1854298114776611,9,no,40,20,1.41748046875,0.0618133544921875
prompt141,0.45879003587377154,1.1805846691131592,9,no,300,400,1.83740234375,0.063446044921875
prompt142,0.29078520157980114,1.183997631072998,9,yes,140,140,1.7578125,0.0678558349609375
prompt143,0.7853702060278794,1.4452483654022217,11,no,182.0,16,1.742919921875,0.062469482421875
prompt144,0.9510917222486355,1.2448413372039795,8,no,42,20,2.318359375,0.064453125
prompt145,0.4980397417508522,5.334663391113281,43,no,16,4000,0.6787109375,0.053863525390625
prompt146,0.6861422818923331,1.4000911712646484,10,no,1425,2125,1.981689453125,0.06371307373046875
prompt147,0.7918467931836533,1.3809764385223389,9,no,30,75,2.265625,0.0638427734375
prompt148,0.7626478861615648,1.0936977863311768,8,no,28,30,1.81591796875,0.0597991943359375
prompt149,0.7460223404642168,1.0659511089324951,8,no,64,16,1.8125,0.0653076171875
prompt150,0.8616535485447535,2.2984964847564697,16,no,21,4,2.357421875,0.068939208984375
prompt151,0.942395437753828,1.087165117263794,7,no,6,5,2.365234375,0.06719970703125
prompt152,0.7291373367935755,1.2916789054870605,10,no,160.0,4,2.025146484375,0.06549835205078125
prompt153,0.9429195944683926,1.2317919731140137,8,no,35,48,2.2197265625,0.062225341796875
prompt154,0.8449349843997722,1.214531421661377,9,no,64,272,2.1103515625,0.0605621337890625
prompt155,0.9003350676521733,1.4597492218017578,11,no,265,280,2.3313802083333335,0.064117431640625
prompt156,0.2274561511123647,1.5268135070800781,11,no,900,1400,2.04296875,0.07012939453125
prompt157,0.7298585025466359,2.310758352279663,16,no,665,80,2.1608072916666665,0.06365966796875
prompt158,0.6750871107799201,1.3092243671417236,10,no,565.0,34,1.5869140625,0.06183624267578125
prompt159,0.7477622109699906,0.9815905094146729,7,no,3,15,1.9111328125,0.067626953125
prompt160,0.7345753083923195,1.5578930377960205,12,no,39666.0,16,1.9072265625,0.06709798177083333
prompt161,0.8343292857114486,1.2143428325653076,9,no,24,32,1.67626953125,0.0579833984375
prompt162,0.9230384486189336,1.0650489330291748,8,no,72,92,2.359375,0.0670013427734375
prompt163,0.9481708070787848,1.0740904808044434,8,no,49,50,2.318359375,0.0660858154296875
prompt164,0.8122747621604964,1.090806245803833,8,no,45,15,2.4453125,0.068023681640625
prompt165,0.9092422735515177,1.3705852031707764,9,no,267,77,2.333984375,0.06437174479166667
prompt166,0.7674021021973647,1.0914127826690674,8,yes,5,5,1.765625,0.057952880859375
prompt167,0.7484431407110798,1.0535845756530762,8,yes,16,16,1.81494140625,0.060028076171875
prompt168,0.7150792315929989,1.051034927368164,8,no,20,18,1.7607421875,0.062530517578125
prompt169,0.42771493344425565,1.2850496768951416,10,no,150,120,1.81689453125,0.0590057373046875
prompt170,0.8868160869524794,1.1918859481811523,9,no,218,150,2.3274739583333335,0.0693359375
prompt171,0.8968416515316537,1.3197462558746338,10,no,278,1210,2.0149739583333335,0.062398274739583336
prompt172,0.919158571991999,1.2018115520477295,9,no,26,51,2.02001953125,0.05859375
prompt173,0.44413199638644757,1.3844935894012451,10,no,7800,18000,2.3173828125,0.0665435791015625
prompt174,0.8648505904828491,1.4908177852630615,10,no,1345,95,2.5166015625,0.0714263916015625
prompt175,0.8976066481080176,0.9754791259765625,7,no,8,15,2.451171875,0.0709228515625
prompt176,0.4013459157670326,1.0647521018981934,8,no,40,100,1.5537109375,0.0682373046875
prompt177,0.5952147283794786,1.624389410018921,11,no,1200,350,2.1940104166666665,0.059844970703125
prompt178,0.8919111937435322,1.0673649311065674,8,no,48,122,2.107421875,0.0637664794921875
prompt179,0.5671578572364419,1.301697015762329,10,yes,130,130,1.90625,0.0595550537109375
prompt180,0.22330777671148536,1.186375379562378,9,yes,20,20,0.67578125,0.053070068359375
prompt181,0.6701565618130125,4.899516582489014,35,no,800,160,1.7200520833333333,0.06807454427083333
prompt182,0.8467764014866235,1.174915075302124,9,no,28,23,1.76416015625,0.056640625
prompt183,0.8433284583125819,1.2404489517211914,8,no,15,2,2.3583984375,0.06964111328125
prompt184,0.6140083083004303,1.4092261791229248,11,no,625.0,25,1.998779296875,0.06484222412109375
prompt185,,0.837883710861206,6,buggy,None,30,,
prompt186,0.9017946081458985,1.0944414138793945,7,no,4,5,2.166015625,0.06719970703125
prompt187,0.55324620170706,1.4157609939575195,11,no,1036.0,106,1.732421875,0.063507080078125
prompt188,0.8615716352345117,1.0966331958770752,8,no,10,50,2.1669921875,0.0630340576171875
prompt189,0.7090441006921826,1.3393478393554688,10,no,575.0,34,1.8709716796875,0.06253814697265625
prompt190,0.48147388804812463,1.2903926372528076,10,no,180,360,1.57861328125,0.0634765625
prompt191,0.7286442354418408,1.294114112854004,10,no,77.0,5,2.1569010416666665,0.06657918294270833
prompt192,0.8235679481046291,1.1924667358398438,9,no,154,91,2.4322916666666665,0.06953938802083333
prompt193,0.8049411762008115,1.4114809036254883,8,no,8,24,2.052734375,0.061431884765625
prompt194,0.8551629011747137,0.9430322647094727,7,no,8,10,2.44921875,0.07330322265625
prompt195,0.670323079185419,1.1792044639587402,9,no,520.0,12,1.881103515625,0.06604766845703125
prompt196,0.742440957881066,1.1795244216918945,9,no,20,120,2.107421875,0.06268310546875
prompt197,0.6890259105381715,1.3129589557647705,10,no,5287,6277,1.7904052734375,0.0654296875
prompt198,0.78623689591429,1.0904662609100342,8,no,90,320,2.166015625,0.064361572265625
prompt199,0.5226220633680976,1.5369057655334473,11,no,10000,7500,1.723046875,0.0657958984375
prompt200,0.7296474861820456,1.187152624130249,9,yes,55,55,1.9814453125,0.0611724853515625
prompt201,0.6135707443832124,1.4526777267456055,11,no,55000,114200,1.9810546875,0.0677001953125
prompt202,0.2309780214874851,1.1928517818450928,9,yes,100,100,1.576171875,0.0693359375
prompt203,0.9123113477165044,1.2207589149475098,8,no,39,31,2.01806640625,0.06121826171875
prompt204,0.8946418935674285,1.080223560333252,8,no,39,98,2.04150390625,0.0616302490234375
prompt205,0.7233448504136231,1.344348669052124,9,no,95,98,1.76513671875,0.0565032958984375
prompt206,0.7308970484740337,1.4554336071014404,11,no,1400,860,1.9619140625,0.06259918212890625
prompt207,0.6321599462721453,1.2014367580413818,9,no,560,2600,1.8004557291666667,0.062418619791666664
prompt208,0.894312396713203,1.0915305614471436,8,no,30,76,2.09375,0.0628814697265625
prompt209,0.8906832896620901,1.0538113117218018,8,no,6,145,2.166015625,0.06011962890625
prompt210,0.8277149557959494,0.9495954513549805,6,no,4,10,2.525390625,0.0758056640625
prompt211,0.8411024775820615,1.092094898223877,8,no,9,4,2.052734375,0.05755615234375
prompt212,0.7230132019579154,0.9413089752197266,7,no,2,5,2.51953125,0.0772705078125
prompt213,0.5781313318317439,1.198500633239746,9,no,550,250,1.5198567708333333,0.06514485677083333
prompt214,0.8060437210715773,1.0869581699371338,8,no,10,8,2.1572265625,0.068328857421875
prompt215,0.7291256862324135,1.1977589130401611,9,no,30,44,1.8740234375,0.061798095703125
prompt216,0.8457881863047086,1.305546760559082,10,no,1200,220,2.3623046875,0.064544677734375
prompt217,0.0,1.2196972370147705,9,no,11,15,,
prompt218,0.8121445055150553,1.1780178546905518,9,no,25,45,1.76513671875,0.0577239990234375
prompt219,0.6741241205059438,5.235574007034302,41,no,4,54,1.578125,0.06414794921875
prompt220,0.8197930777353918,1.1905262470245361,9,no,43,70,2.166015625,0.063079833984375
prompt221,0.5586770933658918,1.0818557739257812,8,no,60,90,1.61865234375,0.0634765625
prompt222,0.09363194107645088,1.4013595581054688,11,no,130,140,0.67529296875,0.05413818359375
prompt223,0.3734179399393688,1.4201653003692627,11,yes,20000,20000,1.4500325520833333,0.059661865234375
prompt224,0.8190013354171175,1.0987627506256104,8,no,84,180,2.0390625,0.063323974609375
prompt225,0.39561559547243513,6.009505987167358,47,no,2,9,1.580078125,0.06158447265625
prompt226,0.922529374517693,1.3349194526672363,10,no,29,33,2.095703125,0.0598602294921875
prompt227,0.6716429606449441,1.6337494850158691,11,no,175.0,9,1.8997395833333333,0.056640625
prompt228,0.7611230336182981,1.0703129768371582,8,no,12,1,2.5595703125,0.074737548828125
prompt229,0.8626872713689688,1.195756196975708,8,no,50,21,2.357421875,0.06915283203125
prompt230,0.5540515749520073,1.6861984729766846,13,no,260000,276000,1.61796875,0.0611083984375
prompt231,0.8535712120161576,1.0972599983215332,8,no,60,50,2.0927734375,0.064483642578125
prompt232,0.3293264851487064,1.1723299026489258,9,no,100,75,1.1240234375,0.0627288818359375
prompt233,0.40431971133182987,1.1916942596435547,9,yes,12,12,1.292236328125,0.06109619140625
prompt234,0.9209060759380492,1.0762028694152832,8,no,1,21,2.16796875,0.0606689453125
prompt235,0.6410243816009183,0.9615073204040527,7,no,4,10,2.3515625,0.0787353515625
prompt236,0.8438184821781406,1.0717158317565918,8,no,20,31,2.2177734375,0.0675048828125
prompt237,0.570972171743714,1.0720105171203613,8,no,30,90,1.8125,0.066253662109375
prompt238,0.6992134671552921,1.0565855503082275,8,no,37,68,1.83984375,0.0625762939453125
prompt239,0.6791761480195997,1.3329188823699951,9,no,420,280,2.1608072916666665,0.06512451171875
prompt240,0.9496269078329977,1.1746060848236084,9,no,20,21,2.2099609375,0.059173583984375
prompt241,0.7994531557551644,0.9399700164794922,7,no,5,6,1.9091796875,0.068603515625
prompt242,0.8556609235926946,6.13297176361084,47,no,12,3,2.0498046875,0.0617218017578125
prompt243,0.9308893212015329,1.218214988708496,9,no,520,250,1.7062174479166667,0.059366861979166664
prompt244,0.8944600093893582,1.1754615306854248,8,no,10,20,2.271484375,0.0645599365234375
prompt245,0.8540714007436319,1.0951385498046875,8,no,12,7,2.21875,0.065185546875
prompt246,,2.521515369415283,18,buggy,None,27000,,
prompt247,0.9084558274594621,1.2114875316619873,9,no,37,32,2.2705078125,0.0650634765625
prompt248,,5.955762147903442,50,buggy,None,300,,
prompt249,0.6889446994225433,1.3347957134246826,10,yes,5600,5600,1.969482421875,0.0659332275390625
prompt250,0.8694371831428092,0.9634182453155518,7,no,5,17,2.26953125,0.0687255859375
prompt251,0.8631295380573184,1.1739130020141602,9,no,64,70,1.876953125,0.0570526123046875
prompt252,,6.095225095748901,50,buggy,None,73,,
prompt253,0.760391940118385,1.0619912147521973,8,no,15,18,1.96484375,0.0630950927734375
prompt254,0.8206376391481314,1.203672170639038,9,no,96,84,2.2197265625,0.0619964599609375
prompt255,,0.7268214225769043,5,buggy,None,192,,
prompt256,0.9243304887697273,0.8349251747131348,6,no,5,45,2.447265625,0.072021484375
prompt257,0.5436916578095998,1.4386191368103027,11,no,16000,5600,1.4912109375,0.063433837890625
prompt258,0.954198310685756,0.8450024127960205,6,no,8,6,2.451171875,0.070068359375
prompt259,0.8350484266610615,1.1810681819915771,9,no,217,168,2.3990885416666665,0.06974283854166667
prompt260,0.9449065238630756,1.0646865367889404,8,no,3,11,2.16796875,0.05853271484375
prompt261,,1.180957317352295,9,buggy,None,62,,
prompt262,0.8690152035963358,1.1758942604064941,9,no,220,270,1.40283203125,0.055999755859375
prompt263,0.844904657508799,1.0774569511413574,8,no,4,8,2.16796875,0.0577392578125
prompt264,0.5862568043056413,1.2968506813049316,10,no,185,400,1.0367838541666667,0.05694580078125
prompt265,0.5252308702249981,1.632112979888916,11,no,20000,9500,1.568603515625,0.06337738037109375
prompt266,0.5598485469889558,1.4019699096679688,10,no,55000,118000,1.6294921875,0.06448974609375
prompt267,0.729400961332423,1.1033604145050049,8,no,60,91,2.2626953125,0.068450927734375
prompt268,0.7186767483577178,1.3101062774658203,10,no,675,1375,1.6705729166666667,0.058878580729166664
prompt269,0.5720060400306817,0.8309915065765381,6,no,8,4,1.3486328125,0.07073974609375
prompt270,0.827757267750726,1.2151813507080078,9,no,450,762,2.123046875,0.061360677083333336
prompt271,0.7743927685261662,1.072420358657837,8,no,12,20,1.74658203125,0.061676025390625
prompt272,0.6797267822463233,1.4207634925842285,11,no,385.0,5,1.6328125,0.057322184244791664
prompt273,0.6473564057116477,1.3375651836395264,9,no,180,315,1.7008463541666667,0.06522623697916667
prompt274,0.4901563518279466,1.5075759887695312,11,no,2400,3200,1.7052408854166667,0.058797200520833336
prompt275,0.8953299829691425,1.4824550151824951,10,no,136,138,2.1998697916666665,0.059254964192708336
prompt276,0.818043481580675,1.0944044589996338,8,no,24,9,2.1064453125,0.06488037109375
prompt277,0.6357057033376401,1.295882225036621,10,no,433.0,4,2.34521484375,0.07047271728515625
prompt278,0.4953485691208509,1.0578086376190186,8,no,30,40,1.6669921875,0.065826416015625
prompt279,0.9484621457778943,1.0495707988739014,8,no,5,6,2.169921875,0.058502197265625
prompt280,0.8105192177619153,1.180854320526123,9,no,75.0,7,1.47265625,0.06097412109375
prompt281,0.8119683933579976,1.3011529445648193,10,no,160,2450,2.0797526041666665,0.06060791015625
prompt282,0.6919573621037055,1.0752623081207275,8,no,90,195,2.013671875,0.064117431640625
prompt283,0.828284887128625,1.3604495525360107,9,no,38,68,2.263671875,0.066741943359375
prompt284,0.6345350040246346,1.3590199947357178,9,no,220,360,1.4947916666666667,0.061513264973958336
prompt285,0.7698350727330131,1.0474615097045898,8,no,13,21,1.9580078125,0.0667724609375
prompt286,0.8151648402482279,1.1655795574188232,9,no,10,90,2.1611328125,0.0633392333984375
prompt287,0.792524426045354,0.947718620300293,7,no,2,8,2.359375,0.0731201171875
prompt288,,0.6094493865966797,4,buggy,None,3,,
prompt289,0.8261773818352157,1.0942888259887695,8,no,8,16,2.263671875,0.073974609375
prompt290,0.9053174603222544,1.210320234298706,9,no,30,390,2.1611328125,0.0610504150390625
prompt291,0.7188479628718514,1.3022983074188232,10,no,15,2,2.2900390625,0.0693359375
prompt292,0.7427668219515252,1.0681445598602295,8,no,45,75,2.203125,0.0673828125
prompt293,0.9337398968250699,1.0979416370391846,8,no,58,83,2.2197265625,0.0626220703125
prompt294,0.9064255851926573,1.195072889328003,9,no,10,3,2.30859375,0.0647430419921875
prompt295,0.6418628528257654,1.3577256202697754,9,no,350,370,1.76611328125,0.0600738525390625
prompt296,0.665725098490754,1.3017055988311768,10,no,420.0,3,2.2841796875,0.071502685546875
prompt297,0.8969146998407044,1.260974645614624,9,no,10,55,2.2666015625,0.0614471435546875
prompt298,0.49954933281745034,1.2140989303588867,9,no,400,500,2.03759765625,0.0643310546875
prompt299,0.6544538507341731,1.4227497577667236,10,no,6750,31800,1.8876953125,0.06334686279296875
prompt300,0.9013905032549451,1.071223497390747,8,no,29,78,2.091796875,0.06402587890625
prompt301,0.6114723367585155,1.2160663604736328,8,no,16,8,1.9033203125,0.06756591796875
prompt302,0.7392696691153189,0.9432976245880127,7,no,10,15,1.66943359375,0.0619049072265625
prompt303,0.5326539201235594,1.2624073028564453,9,no,750,1300,2.2177734375,0.0655517578125
prompt304,0.635000703151468,1.6725635528564453,13,no,1500,3200,2.0807291666666665,0.059661865234375
prompt305,0.44331162635770827,0.9260895252227783,7,no,16,4,1.3212890625,0.06707763671875
prompt306,0.5374356168958059,1.0769550800323486,8,no,20,10,1.80859375,0.06610107421875
